Company_Name,Founded,HeadQuarter,Sector,What_it_does,Investor,Amount($),Stage,Funding_Year
LogiNext,,Unavailable,Transport Automation,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Tiger Global, Steadview Capital",39000000.0,Series B,2020
Samosa Singh,2016.0,Bangalore,Food,Offers hygienic Indian Snacks,She Capital,2700000.0,Series A,2020
Crysta,2018.0,Delhi,HealthTech,Offers diagnostic and screening services with regular counselling and clinical data management,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre-series A,2020
Eupheus Learning,2017.0,New Delhi,EdTech,"Provides technology-led, subscription-based learning solutions to schools",Yuj Ventures,4300000.0,Series A,2020
Bounce,2014.0,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",105000000.0,Series D,2020
Park+,,Unavailable,Techonology,It is engaged in bringing digitization in parking,"Sequoia Capital, Matrix Partners India",11000000.0,Undisclosed,2020
Goodmylk,2017.0,Bangalore,Dairy,Provides Vegan dairy products,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed round,2020
SmartKarrot,2019.0,Unavailable,SaaS,It tracks customers’ real-time digital behaviour,Angel investors,1000000.0,Undisclosed,2020
Skylo,2017.0,Unavailable,IoT,Provides affordable and ever present network that connects machines or sensors,SoftBank Group,103000000.0,Series B,2020
Tea Trunk,2013.0,Goa,Beverage,Global premium tea brand,Angel investors,220000.0,Undisclosed,2020
Zoomcar,2013.0,Bangalore,Transport & Rentals,A car rental service platform,Sony Innovation Fund,30000000.0,Series D,2020
Mera Cashier,2019.0,Noida,FinTech,App meant for small and micro businessmen to manage their transactions digitally,"Amit Singal, Manish Aggarwal",250000.0,Seed round,2020
Samya AI,2019.0,Unavailable,SaaS,Revenue growth AI startup in the consumer packed goods (CPG) space,Sequoia India,6000000.0,Seed round,2020
Kristal AI,2016.0,Unavailable,AI,Provides Algorithm-based financial services,Chiratae Ventures,6000000.0,Series A,2020
Invento Robotics,,Unavailable,AI Robotics,Known for Mitra Series of Robots,"Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed round,2020
Medicus,,Mumbai,HealthTech,AI-based platform that explains and interprets blood tests and medical reports,Angel investors,12700.0,Undisclosed,2020
Monech,,Mumbai,FinTech,Automated platform which will help users to take their financial decisions,Angel investors,12700.0,Seed round,2020
Teach Us,,Unavailable,EdTech,Educational portal which enables the students to access information related to education at one common platform,Angel investors,12700.0,Seed round,2020
Phenom People,2010.0,Unavailable,HR Tech,It redefines the means to search for a job and recruit top talent,WestBridge Capital,30000000.0,Series C,2020
Extra Edge,,Pune,EdTech,Admission Marketing Automation software for the education industry,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre-series A,2020
Capital Quotient,2016.0,Bangalore,FinTech,Investment advisor,Undisclosed,600000.0,Undisclosed,2020
Karfa,,Delhi,Ecommerce,It sells products crafted by artisans,Undisclosed,25000.0,Seed round,2020
Gamerji,2019.0,Unavailable,Gaming,Esports tournament platform,La Gajjar Group,400000.0,Undisclosed,2020
Bounce,2014.0,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",97500000.0,Series D,2020
Zinier,2015.0,Bangalore,Automation,Provides intelligent field service automation,ICONIQ Capital,90000000.0,Series C,2020
ProEves,2016.0,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",1Crowd,507000.0,Seed round,2020
Capital Float,2013.0,Bangalore,FinTech,Digital lending,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Undisclosed,2020
Ninjacart,2015.0,Bangalore,B2B Agritech,Online grocery delivery platform,"Flipkart India, Singapore-based GEC3",10000000.0,Series C,2020
TechnifyBiz,2017.0,Unavailable,B2B Agritech,Online marketplace for non-perishable food items,"Omnivore, Insitor Impact Asia Fund",2000000.0,Seed round,2020
Wysh,2019.0,Hyderabad,E-connect,Celebrity engagement and wishing platform,Kalaari Capital,2000000.0,Series A,2020
Keito,2016.0,Pune,AI,Enterprise productivity startup,Suma Soft Pvt Ltd,160000.0,Seed round,2020
Klub,2019.0,Unavailable,FinTech,Provides growth financing to high-affinity brands,Sequoia Surge,2000000.0,Pre-seed Round,2020
Rheo,,Unavailable,Entertainment,Online e-sports streaming and community platform,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Undisclosed,2020
Axio Biosolutions,,Bangalore,Medtech,Medical device manufacturer,Omidyar Network India,5200000.0,Series B,2020
Techbooze,,Unavailable,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Space Capital,15000000.0,Series A,2020
Testbook,,Unavailable,EdTech,Helps students prepare online for competitive exams,Iron Pillar,8400000.0,Series B,2020
FabAlley,2012.0,Noida,Ecommerce,Online fashion store,Trifecta Capital,1100000.0,Undisclosed,2020
HaikuJAM,,Unavailable,Unavailable,Creative writing mobile platform,"Lightbox. Social Capital, Dunce Capital",3400000.0,Undisclosed,2020
Mamaearth,,Unavailable,Ecommerce,Online baby and mother care brand,Sequoia India,18300000.0,Series A,2020
Rentomojo,2014.0,Unavailable,Rental,"Furniture, electronics, and appliance-centric consumer leasing platform",GMO Payment Gateway,2000000.0,Undisclosed,2020
Zomato,,Unavailable,FoodTech,Online food delivery and restaurant discovery platform,Ant Financial,150000000.0,Undisclosed,2020
Byju,2011.0,Unavailable,EdTech,Provides online learning classes,Tiger Global,200000000.0,Undisclosed,2020
Generico,,Mumbai,Pharmacy,Generic medicine focussed retail chain,Alteria Capital,1400000.0,Undisclosed,2020
HighRadius,2016.0,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",ICONIQ Capital,125000000.0,Series B,2020
Chai Kings,,Chennai,Beverage,It offers a range of tea in various flavour,The Chennai Angels (TCA),1000000.0,Undisclosed,2020
Rivigo,2014.0,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Trifecta Capital,3400000.0,Series F,2020
Shiksha,2008.0,Unavailable,EdTech,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Mumbai Angels Network,181000.0,Undisclosed,2020
Super Surfaces,,Hyderabad,Deisgning,A design solution based company,Vishnu Reddy,500000.0,Series A,2020
Quicko,,Ahmedabad,Taxation,Online tax planning and filing platform,"Zerodha fintech fund, Rainmatter",280000.0,Undisclosed,2020
Satin Creditcare,,Gurgaon,FinTech,A micro finance company,Austrian Bank,15000000.0,Undisclosed,2020
XpressBees,2015.0,Unavailable,Logistics,Provides end to end supply chain solutions,Alibaba,10000000.0,Undisclosed,2020
Wealth Bucket,2018.0,Unavailable,FinTech,An online platform for mutual fund investments,"NorthStar, Vinod Khatumal",3000000.0,Undisclosed,2020
GoMechanic,2016.0,Delhi,Automobile Technology,Find automobile repair and maintenance service providers,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020
Fashor,2017.0,Chennai,Fashion,Women’s fashion and apparel,Sprout venture partners,1000000.0,Pre-series A,2020
Leverage Edu,,Delhi,EdTech,AI enabled marketplace that provides career guidance,"DSG Consumer Partners, Blume Ventures",1500000.0,Undisclosed,2020
EpiFi,,Unavailable,FinTech,It offers customers with a single interface for all their financial and banking mandates,"Sequoia India, Ribbit Capital",13200000.0,Seed round,2020
Purplle,2012.0,Mumbai,Cosmetics,Online makeup and beauty products retailer,Verlinvest,8000000.0,Undisclosed,2020
Shuttl,2015.0,Delhi,Transport,App based bus aggregator serice,SIG Global India Fund LLP.,8043000.0,Series C,2020
Pando,2017.0,Chennai,Logitech,Networked logistics management software,Chiratae Ventures,9000000.0,Series A,2020
Bombay Shaving,,Unavailable,Ecommerce,Provides a range of male grooming products,Sixth Sense Ventures,6300000.0,Undisclosed,2019
Ruangguru,2014.0,Mumbai,EdTech,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students",General Atlantic,150000000.0,Series C,2019
Eduisfun,,Mumbai,EdTech,It aims to make learning fun via games.,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",28000000.0,Fresh funding,2019
HomeLane,2014.0,Chennai,Interior Design,Provides interior designing solutions,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0,Series D,2019
Nu Genes,2004.0,Telangana,AgriTech,"It is a seed company engaged in production, processing and marketing of seeds",Innovation in Food and Agriculture (IFA),6000000.0,Undisclosed,2019
Kratikal,2013.0,Noida,Technology,It is a product-based cybersecurity solutions provider,"Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0,Pre-series A,2019
Quantiphi,,Unavailable,AI & Tech,It is an AI and big data services company providing business solutions.,Multiples Alternate Asset Management,20000000.0,Series A,2019
Lenskart,2010.0,Delhi,E-commerce,It is a eyewear company,SoftBank,275000000.0,Series G,2019
Appnomic,,Bangalore,SaaS,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",Avataar Ventures,22000000.0,Undisclosed,2019
Kaleidofin,2018.0,Chennai,FinTech,Platform that provides complete financial solutions for excluded individuals and households,Oikocredit,5000000.0,Series A,2019
JobSquare,2019.0,Ahmedabad,HR Tech,Technology-based platform that is connecting suitable applicants to the right recruiters,Titan Capital,140500.0,Undisclosed,2019
LivFin,2017.0,Delhi,FinTech,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",German development finance institution DEG,5000000.0,Undisclosed,2019
Byju's,2011.0,Unavailable,EdTech,Provides online learning classes,"South Africa’s Naspers Ventures, the CPP Investment Board",540000000.0,Undisclosed,2019
Zest Money,2015.0,Bangalore,FinTech,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,Goldman Sachs.,15000000.0,Series B,2019
Witblox,2014.0,Unavailable,EdTech,Offers a range of robotics learning tools,Mumbai Angels Network,182700.0,Undisclosed,2019
SalaryFits,2015.0,Unavailable,FinTech,A platform that promotes financial well-being of employees at workplace,Brazilian VC Fund Confrapar,5000000.0,Undisclosed,2019
Pristyn Care,2018.0,Unavailable,HealthCare,Delivers advanced medical care & clinical excellence aided by next-level technology,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",12000000.0,Series B,2019
Springboard,2013.0,Unavailable,EdTech,Offers online courses and extensive mentor-based learning,Reach Capital,11000000.0,Post series A,2019
Medlife,2014.0,Bangalore,Pharmaceutical,It solves inadequacies in the healthcare delivery system through technology,Wilson Global Opportunities Fund,15500000.0,Undisclosed,2019
Seekify,2019.0,Delhi,SaaS,Customer Experience (CX) Automation platform,Sequoia Capita,1500000.0,Seed Funding,2019
Toffee Insurance,2017.0,Haryana,Insurance technology,Provides variety of insurance plans and policies,IVM Intersurer,5500000.0,Series A,2019
Fireflies .ai,,Unavailable,AI,Developer of an artificial intelligence-powered assistant for businesses,Canaan Partners,5000000.0,Undisclosed,2019
HungerBox,2015.0,Bangalore,FoodTech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0,Series C,2019
Bijak,2019.0,Unavailable,AgriTech,B2B platform for agricultural commodities.,"Omnivore and Omidyar Network India, Sequoia Capital",2500000.0,Seed fund,2019
Licious,,Bangalore,Food,Online meat shop,Vertex Growth Fund,30000000.0,Series E,2019
truMe,,Unavailable,IoT,A global platform for Identity and Access Management,Rajan Kaistha,140000.0,Undisclosed,2019
Asteria Aerospace,2011.0,Bangalore,Robotics & AI,"Develops drones that are used by the military, paramilitary, police forces and in various industries.",Reliance Industries,230000000.0,Undisclosed,2019
Rivigo,2014.0,Unavailable,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","SAIF Partners India VI Ltd, Spring Canter Investment Ltd",20000000.0,Series F,2019
HappyEasyGo,2017.0,Gurugram,Travel,Online flight booking,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0,Series B,2019
Zetwerk,2018.0,Bangalore,Manufacturing,Provides facilities to get products manufactured.,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0,Series B,2019
Observe.AI,,Bangalore,AI,Creates a voice AI platform,Scale Venture Partners,26000000.0,Series A,2019
Freshokartz,2016.0,Jaipur,E-marketplace,Online fruits and vegetables delivery company,ThinkLab,150000.0,Pre-series A,2019
Lil’ Goodness and sCool meal,,Bangalore,Food & Nutrition,It empowers moms to provide the best of foods to their Lil' ones,"Sajan Pillai, Muthu Krishnan,",400000.0,Undisclosed,2019
Trell,2016.0,Bangalore,Social Media,Blogging platform that enables people to create visual collections of their travel and local experiences,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0,Pre-series A,2019
VMate,,Unavailable,Unavailable,A short video platform,Alibaba,100000000.0,Undisclosed,2019
Bombay Shirt Company,2012.0,Mumbai,E-commerce,Online custom shirt brand,Lightbox Ventures,8000000.0,Undisclosed,2019
Slintel,2016.0,Unavailable,SaaS,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",Stellaris Ventures,1500000.0,Undisclosed,2019
MyGameMate,,Bangalore,E-Sports,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,"Jindagi Live Angels,",100000.0,Undisclosed,2019
Rein Games,,Noida,Technology,"It develops, publishes and distributes games across various platforms","Manipal Education and Medical Group (MEMG) family office, Titan Capital",50000000.0,Pre-series A,2019
Ecozen,,Pune,AgriTech,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,Innovation in Food & Agriculture Fund (IFA Fund),6000000.0,Series A,2019
Box8,2011.0,Mumbai,FoodTech,Enables to order food online,Trifecta Capital,120000000.0,Undisclosed,2019
Awign Enterprises,2016.0,Bangalore,Unavailable,It supplies workforce to the economy,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",4000000.0,Series A,2019
Purplle,2012.0,Mumbai,Cosmetics,Online makeup and beauty products retailer,Goldman Sachs,30000000.0,Series C,2019
Freightwalla,2017.0,Mumbai,B2B,Provides digital platform for businesses to plan and manage their international freight shipments online,"Amplo, FJ Labs, Rogue One Capital",4000000.0,Series A,2019
TapChief,2016.0,Bangalore,Unavailable,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,Blume Ventures.,1500000.0,Pre-series A,2019
eJOHRI,2015.0,Mumbai,Jewellery,Omnichannel marketplace for gems and jewellery,Rajesh Ranavat,1000000.0,Pre-series A,2019
KredX,,Bangalore,Unavailable,Invoice discounting platform,Tiger Global Management,26000000.0,Series B,2019
m.Paani,,Mumbai,Unavailable,It digitizes and organises local retailers,"AC Ventures, Henkel",5500000.0,Series A,2019
Origo,2010.0,Gurugram,AgriTech,It provides post-harvest management services for agricultural commodities,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",6800000.0,Undisclosed,2019
WishADish,,Delhi,Food & tech,Provides management solution for restaurants,Undisclosed,6000000.0,Undisclosed,2019
Ecom Express,2012.0,Gurugram,Logistics,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,CDC Group,36000000.0,Undisclosed,2019
Stanza Living,2017.0,Delhi,Accomodation,Provides comfortable and secure accomodation for students,Alteria Capital,5700000.0,Undisclosed,2019
PiBeam,,Chennai,Automotive tech,It is engaged in building sustainable and affordable micro-mobility electric vehicles,GAIL (India) Ltd,50000000.0,Undisclosed,2019
Euler Motors,,Delhi,Automotive tech,It is offering mobility as a service,"Blume Ventures, Emergent Ventures",2000000.0,Undisclosed,2019
Moms Co,,New Delhi,E-commerce,It is into mother and baby care-focused consumer goods,"Saama Capital, DSG Consumer Partners",5000000.0,Series B,2019
Lawyered,2015.0,Delhi,Legal tech,It helps to connect to legal advise online,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",100000.0,Undisclosed,2019
Cuemath,2013.0,Bangalore,EdTech,It helps students to learn math online,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",5500000.0,Undisclosed,2019
Licious,2015.0,Bangalore,Food,Online meat shop,Vertex Ventures,25000000.0,Series D,2019
Nivesh.com,2016.0,Noida,Mutual Funds,The platform simplifies the process of investment,Windrose Capital,600000.0,Undisclosed,2019
Zebu,2015.0,Unavailable,Cybersecurity,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Undisclosed,4000000.0,Seed round,2019
Smart Institute,,Surat,EdTech,A platform to learn online,HNI investors,1500000.0,Undisclosed,2019
CarDekho,2008.0,Jaipur,Automobile,Enables people to buy and sell new/old cars.,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0,Series D,2019
Shadowfax,2015.0,Bangalore,Logistics,A platform for delivery services,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0,Series D,2019
Credr,2014.0,Mumbai,Automobile,A marketplace to buy and sell used bikes and scooters,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",6000000.0,Undisclosed,2019
Phable,2018.0,Unavailable,HealthTech,"It creates an engagement loop between doctors, hospitals, and patients via its app","LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",220000.0,Undisclosed,2019
Sarva,,Chennai,Yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,"Venture fund, Fireside Ventures.",2800000.0,Undisclosed,2019
IndyFint,2019.0,Bangalore,Virtual Banking,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Saravanan Adiseshan,2100000.0,Series A,2019
Zolostays,2015.0,Unavailable,Accomodation,It offers affordable housing apartments to young professionals and students,Trifecta Capital,7000000.0,Undisclosed,2019
Ola,2010.0,Bangalore,Transportation,It enables one to book cab online,"Kia Motors, Hyundai",311000000.0,Undisclosed,2019
Zoomcar,2013.0,Bangalore,Transport & Rentals,A car rental service platform,Zoomcar Inc,4800000.0,Undisclosed,2019
Kratikal,,Uttar pradesh,Technology,Provides cyber security solutions,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000.0,Pre-series A,2019
Froogal,,Hyderabad,Marketing & Customer loyalty,A cloud based Customer Loyalty & Engagement Platform,US-based angel investors,1000000.0,Pre-series A,2019
Infra.Market,,Mumbai,Infratech,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing","Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",20000000.0,Series A,2019
Oyo,2013.0,Gurugram,Hospitality,Provides rooms for comfortable stay,"MyPreferred Transformation, Avendus Finance, SoftBank",693000000.0,Undisclosed,2019
GoMechanic,2016.0,Delhi,Automobile & Technology,Find automobile repair and maintenance service providers,Sequoia Capital,5000000.0,Series B,2019
Spinny,2015.0,Delhi,Automobile,Online car retailer,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",50000000.0,Undisclosed,2019
Ess Kay Fincorp,,Rajasthan,Banking,Organised Non-Banking Finance Company,"TPG, Norwest Venture Partners, Evolvence India",33000000.0,Undisclosed,2019
TheCollegeFever,,Bangalore,Brand Marketing,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",unidisclosed,250000.0,Seed,2018
Happy Cow Dairy,,Mumbai,Agriculture,A startup which aggregates milk from dairy farmers in rural Maharashtra.,unidisclosed,584000.0,Seed,2018
MyLoanCare,,Gurgaon,Credit,Leading Online Loans Marketplace in India,unidisclosed,949000.0,Series A,2018
PayMe India,,Noida,Financial Services,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,unidisclosed,2000000.0,Angel,2018
Hasura,,Bangalore,Cloud Infrastructure,"Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",unidisclosed,1600000.0,Seed,2018
Tripshelf,,Kalkaji,Internet,Tripshelf is an online market place for holiday packages.,unidisclosed,233600.0,Seed,2018
Hyperdata.IO,,Hyderabad,Market Research,Hyperdata combines advanced machine learning with human intelligence.,unidisclosed,730000.0,Angel,2018
Pitstop,,Bangalore,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,unidisclosed,1460000.0,Seed,2018
Mihuru,,Mumbai,Finance,Mihuru is an online platform which gives micro loans for air travel .,unidisclosed,150000.0,Seed,2018
Fyle,,Bangalore,Accounting,Fyle is an intelligent expense management platform for enterprises.,unidisclosed,1100000.0,Seed,2018
Antariksh Waste Ventures Pvt ltd,,Chennai,Internet of Things,Waste Management for Smart Cities,unidisclosed,7300.0,Seed,2018
Cogoport,,Mumbai,Air Transportation,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,unidisclosed,6000000.0,Series A,2018
PaisaDukan,,Mumbai,Financial Services,A P2P lending marketplace platform,unidisclosed,650000.0,Seed,2018
Sleepy Owl Coffee,,New Delhi,Food and Beverage,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",unidisclosed,511000.0,Seed,2018
BlueJack,,Delhi,Autonomous Vehicles,Delhi-based online used vehicles marketplace.,unidisclosed,934400.0,Seed,2018
Pando,,Chennai,Logistics,A startup which digitizes logistics operations for Fortune 500 companies.,unidisclosed,2000000.0,Seed,2018
Mintifi,,Mumbai,Financial Services,Online lending startup based in Mumbai.,unidisclosed,2000000.0,Seed,2018
Carcrew,,Mumbai,Automotive,India's Online Auto Repair Marketplace,unidisclosed,2000000.0,Seed,2018
Chariot Tech,,New Delhi,Internet of Things,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,unidisclosed,292000.0,Seed,2018
Ideal Insurance Brokers/ 121Policy.com,,Kolkata,Insurance,Ideal Insurance Broking is one of the leaders in insurance broking domain.,unidisclosed,1000000.0,Seed,2018
Mojro Technologies,,Bangalore,Information Technology,Mojro envisions to be the world's largest technology-enabled logistics platform.,unidisclosed,650000.0,Seed,2018
Elemential,,Mumbai,Blockchain,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",unidisclosed,1000000.0,Seed,2018
Loadshare,,Bangalore,Industrial Automation,LoadShare is India’s fastest growing logistics company,unidisclosed,5000000.0,Series A,2018
Yumlane,,Mumbai,Food and Beverage,Food startup Yumlane operated by QwikPik Technology,unidisclosed,4000000.0,Series A,2018
Kriger Campus,,New Delhi,Education,A Education Start Up.,unidisclosed,438000.0,Seed,2018
Pipa+Bella,,Mumbai,E-commerce,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,unidisclosed,1000000.0,Series A,2018
Kaleidofin,,Chennai,Financial Services,A fintech platform.,unidisclosed,2800000.0,Seed,2018
IndigoLearn,,Hyderabad,E-learning,India's the premier education destination catering to the needs of aspiring students of the CA community.,unidisclosed,150000.0,Seed,2018
UClean,,India,Clean Energy,UClean is a tech enabled laundry service provider.,unidisclosed,584000.0,Seed,2018
Coutloot,,Mumbai,E-commerce,The Fashion Re-commerce platform.,unidisclosed,1000000.0,Seed,2018
Letstrack,,New Delhi,Apps,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",unidisclosed,1700000.0,Seed,2018
Finzy,,Bangalore,Financial Services,finzy is the premier peer to peer lending solution in India.,unidisclosed,1300000.0,Seed,2018
Fitternity,,Mumbai,Fitness,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,unidisclosed,2000000.0,Seed,2018
Tolet for Students,,Jodhpur,Hospitality,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",unidisclosed,73000.0,Seed,2018
Chai Kings,,Chennai,Food and Beverage,Chai Kings is a tea retail chain,unidisclosed,292000.0,Seed,2018
Dainik Jagran,,Kanpur,Media and Entertainment,Dainik Jagran is a media and communications group.,unidisclosed,584000.0,Seed,2018
Playtoome,,Bangalore,Broadcasting,Playtoome is a live entertainment destination,unidisclosed,292000.0,Seed,2018
ONGO Framework,,Hyderabad,B2B,ONGO Framework is a B2B IT and digital solution provider.,unidisclosed,1000000.0,Angel,2018
Notesgen,,New Delhi,EdTech,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,unidisclosed,182500.0,Seed,2018
Arogya MedTech,,Kolkata,Health care,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,unidisclosed,219000.0,Seed,2018
Propshop24,,Mumbai,E-commerce,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",unidisclosed,500000.0,Seed,2018
myUpchar,,New Delhi,Health care,To bring health issues to people in their language.,unidisclosed,5000000.0,Series A,2018
MissMalini Entertainment,,Mumbai,Unavailable,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",unidisclosed,1518400.0,Seed,2018
Rooter,,India,Sports,Rooter is a mobile-based platform,unidisclosed,657000.0,Seed,2018
ZestMoney,,Bangalore,Big Data,Zest is India's first completely automated consumer digital lending platform.,unidisclosed,13400000.0,Series A,2018
MyDentistChoice,,Hyderabad,Health care,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,unidisclosed,500000.0,Seed,2018
Sensibull,,Bangalore,Trading platform,Investment Management Platform,unidisclosed,365000.0,Seed,2018
MedCords,,Pune,Wellness,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,unidisclosed,385440.0,Seed,2018
Enakshi,,Ahmedabad,Fashion,Enakshi is an online apparel brand for women.,unidisclosed,116800.0,Seed,2018
Ultraviolette Automotive,,Bangalore,Automotive,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,unidisclosed,876.0,Series A,2018
Inthree Access,,Chennai,Consulting,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,unidisclosed,4000000.0,Series A,2018
BUGWORKS Research India,,Bangalore,BioTechnology,BUGWORKS is a drug discovery company.,unidisclosed,9000000.0,Series A,2018
PrestLoans,,New Delhi,Credit,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",unidisclosed,100000.0,Seed,2018
Wimoxez,,Hyderabad,Internet,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",unidisclosed,20000.0,Seed,2018
HappyEMI,,Bangalore,Consumer,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,unidisclosed,1000000.0,Seed,2018
Hansel.io,,Bangalore,Mobile,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",unidisclosed,4000000.0,Series A,2018
Propelld,,Bangalore,Education,Propelld is a student education financing platform.,unidisclosed,250000.0,Seed,2018
ZiffyHomes,,New Delhi,Marketplace,ZiffyHomes is a technology driven marketplace to find out home on rent.,unidisclosed,120000.0,Seed,2018
Carmesi,,Gurgaon,Health care,Carmesi is a brand of high-end menstrual-hygiene products in India.,unidisclosed,496400.0,Seed,2018
Racetrack,,Bangalore,Artificial Intelligence,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",unidisclosed,4993200.0,Seed,2018
WHR,,Pune,Health care,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",unidisclosed,143145.0,Seed,2018
FabAlley,,Noida,E-commerce,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",unidisclosed,8760000.0,Series B,2018
SBI Life,,Mumbai,Insurance,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,unidisclosed,742000000.0,Private Equity,2018
Studds Accessories,,Faridabad,E-commerce,Studds Accessories is a scooter accessories service provider in India,unidisclosed,14600000.0,Private Equity,2018
Design Cafe,,Bangalore,Home Decor,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",unidisclosed,29200000.0,Series B,2018
